iter	RMSE
219	0.1087271815
220	0.1085941083
221	0.1084579372
222	0.108218065
223	0.1080822268
224	0.1078568222
225	0.1077410208
226	0.1076407623
227	0.1074938843
228	0.1073562823
229	0.1071527562
230	0.1069648188
231	0.1068798388
232	0.1067078595
233	0.1066155394
234	0.1064221815
235	0.1062972923
236	0.1061719419
237	0.1060116845
238	0.1059359461
239	0.1058030745
240	0.1056647858
241	0.1055452278
242	0.1054693246
243	0.1053626275
244	0.1052990241
245	0.1051741037
246	0.105082733
247	0.105006483
248	0.1048295181
249	0.1046796264
250	0.1046210958
251	0.1044571554
252	0.1043875574
253	0.1042383476
254	0.1041597375
255	0.1040493777
256	0.1039121784
257	0.1038449256
258	0.1037904479
259	0.1036314723
260	0.1035039773
261	0.1033706795
262	0.1032080172
263	0.1029909402
264	0.1029440241
265	0.1029021773
266	0.102765566
267	0.1026149919
268	0.1025209122
269	0.1024140367
270	0.1022640189
271	0.1021842543
272	0.1020766511
273	0.1019683153
274	0.1019240726
275	0.101758023
276	0.1016871063
277	0.1014992867
278	0.1014234942
279	0.1013653403
280	0.1012927998
281	0.101220979
282	0.1010643683
283	0.1009883542
284	0.1008982015
285	0.1007597678
286	0.1005777138
287	0.1003964632
288	0.1003065549
289	0.1001523244
290	0.09997865447
291	0.09984222259
292	0.09974019154
293	0.09958951071
294	0.09944313957
295	0.09931825775
296	0.09917181064
297	0.09906031556
298	0.09901168552
299	0.0989417966
300	0.09884787579
301	0.09867266167
302	0.09860061105
303	0.098521023
304	0.09846723609
305	0.09834036148
306	0.0982861464
307	0.09821977778
308	0.09815294472
309	0.09801200103
310	0.09788794664
311	0.09775444896
312	0.09767710148
313	0.09750585294
314	0.09747318632
315	0.0974174029
316	0.09724116492
317	0.09707919538
318	0.09704289442
319	0.09693282286
320	0.09674963529
321	0.09661106234
322	0.09653953659
323	0.09639639444
324	0.09630719529
325	0.09620287944
326	0.09606840025
327	0.09601920709
328	0.09591925477
329	0.09587944333
330	0.09574666355
331	0.0956797892
332	0.09556865905
333	0.09546898893
334	0.09540181732
335	0.09529090154
336	0.09520856018
337	0.09511307106
338	0.09504399218
339	0.09496506705
340	0.09486424427
341	0.09473146718
342	0.0946606382
343	0.09455682697
344	0.09442146762
345	0.09432864507
346	0.09423778131
347	0.09410920488
348	0.09398586785
349	0.09384581778
350	0.09379903238
351	0.09366108247
352	0.09353400834
353	0.09348151044
354	0.09336051116
355	0.09331660786
356	0.09324494303
357	0.09316578939
358	0.09307542482
359	0.09298168871
360	0.09295012204
361	0.0928481481
362	0.09277943413
363	0.09267936934
364	0.09261073799
365	0.09258496218
366	0.09252687489
367	0.09244355507
368	0.09234019597
369	0.09230807551
370	0.09224775297
371	0.09213117596
372	0.0920780247
373	0.09198348651
374	0.09186817113
375	0.09179915139
376	0.09169274212
377	0.09158675552
378	0.09147786609
379	0.09144744811
380	0.09140104179
381	0.09136318863
382	0.091310954
383	0.09121241677
384	0.09113354301
385	0.09103459055
386	0.09098005335
387	0.0909195523
388	0.09088277782
389	0.09077672957
390	0.09070415298
391	0.09059805683
392	0.09049853312
393	0.09039353903
394	0.09030113938
395	0.09018138926
396	0.09011024311
397	0.09003032661
398	0.0899218399
399	0.0898999829
400	0.08981736158
401	0.08979194576
402	0.08970620635
403	0.08968258666
404	0.08963768808
405	0.08955711467
406	0.08954011026
407	0.0894764316
408	0.08940029919
409	0.08927613129
410	0.089158917
411	0.08907523918
412	0.08897274226
413	0.08894593372
414	0.08892906934
415	0.08880506296
416	0.08870105772
417	0.08868664801
418	0.08863643506
419	0.08862445211
420	0.08852176245
421	0.08842310407
422	0.08831162564
423	0.0882109757
424	0.08808897419
425	0.08805428582
426	0.08796985311
427	0.08786673478
428	0.08778376393
429	0.08769698845
430	0.0876870008
431	0.08757431638
432	0.08749820505
433	0.08741343451
434	0.08735606073
435	0.08726968615
436	0.08716503131
437	0.08709252319
438	0.0870605764
439	0.08705044793
440	0.08703957101
441	0.08694556293
442	0.08676604129
443	0.08668770901
444	0.08658166035
445	0.08649645607
446	0.08644912684
447	0.08636401979
448	0.0862578758
449	0.08625026361
450	0.08617270374
451	0.08610424223
452	0.0859949137
453	0.08591101365
454	0.08585265102
455	0.08584342039
456	0.08583468907
457	0.08574343538
458	0.0856661852
459	0.08561016757
460	0.08554952774
461	0.08544278353
462	0.0853528093
463	0.08528163019
464	0.08524655205
465	0.08518446226
466	0.08517726323
467	0.08511018883
468	0.08502143911
469	0.08495644391
470	0.08485876645
471	0.08481799794
472	0.08480716916
473	0.08472468966
474	0.08462521669
475	0.08455195544
476	0.08450268712
477	0.08442856034
478	0.08437185734
479	0.08431640864
480	0.0843074308
481	0.08427139825
482	0.08426453362
483	0.0841652343
484	0.08415299093
485	0.08414585922
486	0.08413120734
487	0.08405341972
488	0.08397220745
489	0.08389584425
490	0.08383213746
491	0.08374412705
492	0.08366112501
493	0.08358327338
494	0.08351751806
495	0.08346577224
496	0.08345765712
497	0.08338457279
498	0.08330052834
499	0.08329054717
500	0.08327184069
501	0.08319079793
502	0.08318193715
503	0.08307403377
504	0.08306645372
505	0.08301791974
506	0.08298017029
507	0.08292779665
508	0.08283631521
509	0.08278695582
510	0.08277719107
511	0.0826903061
512	0.08263655459
513	0.08257955094
514	0.08251436722
515	0.08243644935
516	0.08236180526
517	0.08231773145
518	0.08225701809
519	0.08221495131
520	0.08213343054
521	0.08208935932
522	0.08202787733
523	0.08202073436
524	0.08193655369
525	0.08185747441
526	0.08179658485
527	0.08172275854
528	0.08166462606
529	0.0816170447
530	0.08153931569
531	0.08147416959
532	0.08139170518
533	0.08130232021
534	0.08124730086
535	0.08117324731
536	0.08109234085
537	0.08102190751
538	0.08094497498
539	0.08088313868
540	0.08081854187
541	0.08076738726
542	0.08068717101
543	0.08061792357
544	0.08054707593
545	0.08048325515
546	0.08039211145
547	0.08034919228
548	0.08034165412
549	0.08029221504
550	0.08020950961
551	0.08016038929
552	0.08013952311
553	0.0801304737
554	0.08005233797
555	0.07999616946
556	0.07993268075
557	0.07986242073
558	0.07985482928
559	0.07977095152
560	0.07969149694
561	0.07964431968
562	0.07956731897
563	0.07951361036
564	0.07950299005
565	0.07945571952
566	0.07939363582
567	0.07930976316
568	0.07924856581
569	0.07917283857
570	0.07908859772
571	0.07908170368
572	0.07902135201
573	0.07895606203
574	0.07889627652
575	0.07884456406
576	0.07883757272
577	0.0788049844
578	0.0787311117
579	0.07865283205
580	0.07856045585
581	0.07853951126
582	0.07844134183
583	0.0783632437
584	0.07825632548
585	0.07824396001
586	0.07816046015
587	0.07811120023
588	0.07810501213
589	0.07800332362
590	0.07799759564
591	0.07798044432
592	0.07796948789
593	0.07791892002
594	0.07784471036
595	0.07776040877
596	0.07771553969
597	0.07765852004
598	0.077588873
599	0.0775068698
600	0.07742456388
601	0.07736482265
602	0.07732127593
603	0.07727829286
604	0.07718014993
605	0.07709979807
606	0.07709350492
607	0.07708623522
608	0.07701032101
609	0.07694689536
610	0.07688459899
611	0.07682802376
612	0.07682203225
613	0.07675050535
614	0.07670366011
615	0.07669770328
616	0.07661958869
617	0.07660813685
618	0.07660217345
619	0.07648516959
620	0.07647011761
621	0.07642638137
622	0.07636864787
623	0.07629512769
624	0.07623732906
625	0.07617027111
626	0.07616590789
627	0.07610504093
628	0.07609419817
629	0.07604016334
630	0.07603553172
631	0.07598302127
632	0.07592859971
633	0.07589257015
634	0.07585376166
635	0.07581323492
636	0.07575406332
637	0.07574830339
638	0.07567709045
639	0.07562121542
640	0.07552948856
641	0.07545305284
642	0.07540045449
643	0.07533172403
644	0.07531766799
645	0.0753125388
646	0.07530249854
647	0.07529645743
648	0.07527842329
649	0.07522279191
650	0.0751360907
651	0.07505859348
652	0.07505276845
653	0.07500908733
654	0.07493514617
655	0.07488399816
656	0.07480476883
657	0.07475351202
658	0.074711422
659	0.07466845606
660	0.07458224417
661	0.07451734554
662	0.07446796037
663	0.07446207839
664	0.07441659484
665	0.07435746533
666	0.07435215594
667	0.07434729548
668	0.07428999956
669	0.0742368082
670	0.07423203286
671	0.07417668346
672	0.0741006431
673	0.07407346431
674	0.07400565387
675	0.0740016394
676	0.07399702717
677	0.073973946
678	0.07390852198
679	0.07386012448
680	0.07378965405
681	0.07371493376
682	0.07370839082
683	0.07360012838
684	0.07354893826
685	0.07346189849
686	0.07339354259
687	0.07338832656
688	0.07338280583
689	0.07337375134
690	0.07332454285
691	0.07324773396
692	0.07320310163
693	0.07314083372
694	0.07310636894
695	0.07303680273
696	0.07298646129
697	0.07291106747
698	0.07290605876
699	0.07284287255
700	0.07279591996
701	0.07275168305
702	0.0726913038
703	0.07268703831
704	0.07264344225
705	0.07263839574
706	0.07257813236
707	0.07252822506
708	0.07252331786
709	0.07243471091
710	0.0724204879
711	0.07240128198
712	0.07236976432
713	0.07236143384
714	0.07231369662
715	0.07228268849
716	0.07220180761
717	0.07214728359
718	0.07214394895
719	0.07208078687
720	0.07201589777
721	0.07201168814
722	0.07200766423
723	0.07200209145
724	0.07194365034
725	0.07189992218
726	0.07189615587
727	0.07184861674
728	0.07179199548
729	0.07171691321
730	0.07171245364
731	0.0716645437
732	0.07166087544
733	0.0715757143
734	0.07157131038
735	0.07151208642
736	0.07149967997
737	0.07141581199
738	0.07133017135
739	0.07132026143
740	0.07128075554
741	0.0712261454
742	0.07119168605
743	0.07111651815
744	0.07110961389
745	0.07105800202
746	0.07100563868
747	0.07093392516
748	0.07092645891
749	0.07086305824
750	0.07082664325
751	0.07078276839
752	0.07071782064
753	0.07068747168
754	0.07068314623
755	0.07062368246
756	0.07055102112
757	0.07049114721
758	0.07048734356
759	0.0704484869
760	0.07044455153
761	0.07038189953
762	0.07032125064
763	0.07028537454
764	0.0702437388
765	0.07017123116
766	0.07011241705
767	0.07008099553
768	0.07002101184
769	0.06997011839
770	0.0698892814
771	0.06988499012
772	0.06985856192
773	0.06981538434
774	0.06976910935
775	0.06970957506
776	0.06966468125
777	0.06964350991
778	0.06958534757
779	0.06952645618
780	0.06950232066
781	0.06944446071
782	0.06939166311
783	0.06938806065
784	0.06931960759
785	0.06927045405
786	0.06926683042
787	0.069209554
788	0.06917668129
789	0.06914800517
790	0.06914452009
791	0.06910565805
792	0.06905257594
793	0.06899264215
794	0.06894728361
795	0.06890879867
796	0.06884995587
797	0.0687867296
798	0.06874070743
799	0.06869332823
800	0.06863581898
801	0.0685800839
802	0.06850300513
803	0.06845147413
804	0.06840808779
805	0.06834942784
806	0.06834535758
807	0.06829744037
808	0.06826814835
809	0.06821553195
810	0.06816510819
811	0.06811018628
812	0.06810723655
813	0.06810428579
814	0.06809211545
815	0.06806371467
816	0.06798393962
817	0.06792776054
818	0.06788171608
819	0.067859441
820	0.06782313282
821	0.06781963731
822	0.06778155755
823	0.06772971809
824	0.06767262998
825	0.06761441534
826	0.06758483895
827	0.06752973595
828	0.06750251625
829	0.06744769435
830	0.06738819701
831	0.06735036826
832	0.06731468335
833	0.06731075005
834	0.06727437428
835	0.06723820921
836	0.06723460732
837	0.06722626333
838	0.06722347104
839	0.06718000158
840	0.06711585324
841	0.0670759184
842	0.06707251203
843	0.06706945713
844	0.06704954753
845	0.06702191975
846	0.0669664488
847	0.06689030407
848	0.06682487102
849	0.06682174722
850	0.0667837385
851	0.0667472948
852	0.06673446664
853	0.06673093424
854	0.06671202036
855	0.0666642051
856	0.06660366301
857	0.06657255504
858	0.06651363365
859	0.06651093663
860	0.06646116903
861	0.06644476891
862	0.06644047353
863	0.0664378192
864	0.06639495476
865	0.06630793109
866	0.06625126427
867	0.0662009979
868	0.06615371137
869	0.06612054455
870	0.06605191375
871	0.06602615184
872	0.06597848132
873	0.06596108006
874	0.0659581751
875	0.0659221691
876	0.06588679062
877	0.06583013874
878	0.06578882838
879	0.06575555237
880	0.06570680914
881	0.06566369522
882	0.06563588506
883	0.06558509344
884	0.06550372867
885	0.06550120932
886	0.06544437033
887	0.06539294368
888	0.06532002404
889	0.0652790916
890	0.06521266005
891	0.06517883102
892	0.06512160516
893	0.06508333295
894	0.06502871574
895	0.06499127984
896	0.06494333672
897	0.06488469605
898	0.0648819658
899	0.06483750623
900	0.06477132706
901	0.06473245612
902	0.06468709367
903	0.06463712105
904	0.06460668834
905	0.06457103643
906	0.06454615624
907	0.06449824123
908	0.06448357934
909	0.06442829344
910	0.06439166136
911	0.06435264623
912	0.06433260251
913	0.06427904862
914	0.06424366376
915	0.06421158417
916	0.06416752927
917	0.06414355297
918	0.06410913909
919	0.06403957896
920	0.06401301185
921	0.06396453712
922	0.06392410263
923	0.06388685563
924	0.06385944872
925	0.06380846482
926	0.06373217989
927	0.06367986223
928	0.06363173006
929	0.06356690933
930	0.0635369092
931	0.06352209639
932	0.06347627217
933	0.06344496904
934	0.06337945659
935	0.06333941784
936	0.06330272613
937	0.06329881578
938	0.06328392314
939	0.06323400392
940	0.06316950446
941	0.0631354498
942	0.06308882131
943	0.06306990133
944	0.06302447251
945	0.06299224997
946	0.06295215031
947	0.06291980133
948	0.06287446569
949	0.06282656678
950	0.06277990424
951	0.06274154685
952	0.0626702073
953	0.06261927961
954	0.06257306796
955	0.0625670638
956	0.06256386293
957	0.06251749648
958	0.06248068797
959	0.06244266286
960	0.06238177383
961	0.06233449279
962	0.06229236473
963	0.06223117389
964	0.06219253407
965	0.06214550175
966	0.0620828827
967	0.0620427407
968	0.06200496999
969	0.06196518749
970	0.06193562499
971	0.06189611945
972	0.06184920059
973	0.06183506979
974	0.06178235715
975	0.06171149185
976	0.06167242405
977	0.06163798026
978	0.06158804024
979	0.06153405272
980	0.06150963689
981	0.06147884415
982	0.06146540769
983	0.06146134244
984	0.06140755107
985	0.06137345036
986	0.06132391684
987	0.06127888513
988	0.06124835282
989	0.06122146218
990	0.0612103884
991	0.06117413167
992	0.06113543115
993	0.06113309866
994	0.06109161339
995	0.06105668016
996	0.0610332516
997	0.06099131172
998	0.06095419829
999	0.0609252991
