iter	Passed	Remaining
808	1178	278
809	1179	276
810	1180	275
811	1182	273
812	1183	272
813	1185	270
814	1186	269
815	1187	267
816	1188	266
817	1189	264
818	1191	263
819	1192	261
820	1193	260
821	1194	258
822	1195	257
823	1196	255
824	1199	254
825	1200	252
826	1202	251
827	1204	250
828	1205	248
829	1206	247
830	1207	245
831	1208	244
832	1210	242
833	1211	241
834	1212	239
835	1213	238
836	1214	236
837	1215	234
838	1216	233
839	1218	232
840	1219	230
841	1220	229
842	1222	227
843	1223	226
844	1224	224
845	1225	223
846	1226	221
847	1227	219
848	1228	218
849	1229	216
850	1230	215
851	1231	213
852	1232	212
853	1234	210
854	1235	209
855	1236	208
856	1237	206
857	1238	205
858	1240	203
859	1241	202
860	1242	200
861	1243	199
862	1245	197
863	1246	196
864	1247	194
865	1248	193
866	1249	191
867	1251	190
868	1252	188
869	1253	187
870	1255	185
871	1256	184
872	1257	182
873	1258	181
874	1260	180
875	1261	178
876	1262	177
877	1264	175
878	1265	174
879	1266	172
880	1268	171
881	1269	169
882	1271	168
883	1272	167
884	1275	165
885	1277	164
886	1279	162
887	1280	161
888	1281	160
889	1283	158
890	1284	157
891	1285	155
892	1286	154
893	1287	152
894	1289	151
895	1290	149
896	1291	148
897	1292	146
898	1294	145
899	1295	143
900	1296	142
901	1298	141
902	1299	139
903	1300	138
904	1301	136
905	1303	135
906	1304	133
907	1305	132
908	1307	130
909	1308	129
910	1309	127
911	1311	126
912	1312	125
913	1313	123
914	1314	122
915	1316	120
916	1317	119
917	1319	117
918	1320	116
919	1321	114
920	1322	113
921	1324	112
922	1325	110
923	1326	109
924	1328	107
925	1329	106
926	1330	104
927	1332	103
928	1333	101
929	1334	100
930	1335	99
931	1337	97
932	1338	96
933	1339	94
934	1340	93
935	1342	91
936	1343	90
937	1344	88
938	1345	87
939	1347	85
940	1348	84
941	1349	83
942	1351	81
943	1352	80
944	1353	78
945	1355	77
946	1356	75
947	1357	74
948	1358	73
949	1360	71
950	1361	70
951	1362	68
952	1364	67
953	1365	65
954	1366	64
955	1368	62
956	1369	61
957	1370	60
958	1371	58
959	1372	57
960	1374	55
961	1375	54
962	1376	52
963	1378	51
964	1379	50
965	1380	48
966	1381	47
967	1382	45
968	1384	44
969	1385	42
970	1386	41
971	1387	39
972	1388	38
973	1389	37
974	1391	35
975	1392	34
976	1393	32
977	1395	31
978	1396	29
979	1397	28
980	1398	27
981	1399	25
982	1401	24
983	1402	22
984	1403	21
985	1404	19
986	1405	18
987	1407	17
988	1408	15
989	1409	14
990	1410	12
991	1411	11
992	1412	9
993	1414	8
994	1415	7
995	1416	5
996	1417	4
997	1418	2
998	1420	1
999	1421	0
