iter	Logloss
0	0.6794195764
1	0.667893909
2	0.6570784533
3	0.6467439154
4	0.6369890708
5	0.6280274511
6	0.6188060914
7	0.6116252849
8	0.6069583194
9	0.6005919766
10	0.5939432546
11	0.58889224
12	0.5840582924
13	0.5797471726
14	0.575626396
15	0.5724914549
16	0.5686699743
17	0.5645997635
18	0.5614387391
19	0.5579682683
20	0.5549151368
21	0.5519438953
22	0.5486766546
23	0.5469644161
24	0.5445554374
25	0.5430515394
26	0.5407129141
27	0.5388185456
28	0.5362742445
29	0.5347779303
30	0.5327621399
31	0.5319693291
32	0.5311708367
33	0.530443823
34	0.5285497726
35	0.5269561037
36	0.5249391319
37	0.523931216
38	0.523362173
39	0.5218978725
40	0.5204533506
41	0.5191874155
42	0.5181753062
43	0.5173578481
44	0.5165947616
45	0.5154799952
46	0.5146289458
47	0.5136418582
48	0.5132312577
49	0.5122139619
50	0.5111531108
51	0.5105612297
52	0.5095580807
53	0.5086521299
54	0.5082191142
55	0.507238971
56	0.5065317159
57	0.5057933485
58	0.5054155866
59	0.5049615763
60	0.5045534768
61	0.5041622052
62	0.5036181348
63	0.5032477885
64	0.5026564172
65	0.5020264193
66	0.5016582057
67	0.5015106401
68	0.5009706109
69	0.5003458561
70	0.499885277
71	0.4996203724
72	0.4993951379
73	0.4993022164
74	0.4987433657
75	0.4986474324
76	0.4983010619
77	0.497879987
78	0.4975375078
79	0.4971499904
80	0.4968728093
81	0.4963678977
82	0.4960476731
83	0.4956450786
84	0.4953873006
85	0.4951619226
86	0.4950148402
87	0.4947279534
88	0.4941713905
89	0.4939140361
90	0.4936277879
91	0.493358505
92	0.4931222843
93	0.4928842549
94	0.4925571912
95	0.4923432441
96	0.4921309568
97	0.4919596428
98	0.4918523306
99	0.491812401
100	0.4915699367
101	0.4913862535
102	0.4912214024
103	0.4909922316
104	0.490726239
105	0.4904461016
106	0.4903267326
107	0.490184424
108	0.4899516606
109	0.4899067644
110	0.4897664037
111	0.4896503633
112	0.489488231
113	0.4891852258
114	0.4890197797
115	0.4887144073
116	0.4884965339
117	0.4883678724
118	0.4880860275
119	0.4878453118
120	0.4875995898
121	0.4874953123
122	0.4873795226
123	0.4871421385
124	0.4869471109
125	0.4867508966
126	0.4865958891
127	0.4864572691
128	0.4863100267
129	0.4861310995
130	0.4859405923
131	0.4856901621
132	0.4854505616
133	0.4853241517
134	0.4851583434
135	0.484991771
136	0.48470965
137	0.4845576657
138	0.484387511
139	0.4841771662
140	0.4840311225
141	0.4838551897
142	0.4837206228
143	0.483600988
144	0.4835727669
145	0.4833863782
146	0.4832434105
147	0.4830274371
148	0.482905567
149	0.482799969
150	0.4826615668
151	0.4825124138
152	0.4824934975
153	0.4824251227
154	0.4819515834
155	0.4818371812
156	0.4817021268
157	0.4815876417
158	0.4813966037
159	0.4812514685
160	0.481177761
161	0.4811164187
162	0.4809022377
163	0.4808396174
164	0.4807256669
165	0.4803719427
166	0.4801662019
167	0.479994651
168	0.4798132838
169	0.4797031913
170	0.479584358
171	0.4794149691
172	0.4793517376
173	0.4792910863
174	0.4790628216
175	0.4788062704
176	0.4786587658
177	0.4784936143
178	0.4783730924
179	0.4781819122
180	0.477958262
181	0.4778293667
182	0.4777538213
183	0.4776635394
184	0.4775043808
185	0.4774032271
186	0.4772459418
187	0.4771612528
188	0.4770764755
189	0.4768958569
190	0.4767202077
191	0.4767032274
192	0.4765249703
193	0.4764386019
194	0.4762965185
195	0.4761190225
196	0.4759850282
197	0.4758122862
198	0.4755831338
199	0.4754952001
200	0.4754012316
201	0.4753358525
202	0.4751420563
203	0.4750691205
204	0.4748921698
205	0.4748160878
206	0.47473577
207	0.4746153419
208	0.4744365847
209	0.4742015219
210	0.4739893902
211	0.4739025465
212	0.4737601897
213	0.4736745634
214	0.4736247153
215	0.473509768
216	0.4734285038
217	0.4733133499
218	0.4731469236
219	0.4730490974
220	0.4729501487
221	0.4727539076
222	0.4726226996
223	0.4725229326
224	0.4723812191
225	0.4721166142
226	0.4720454358
227	0.4719616139
228	0.4719437923
229	0.4717527452
230	0.4716265858
231	0.4714432511
232	0.4713818359
233	0.4712617396
234	0.4711852005
235	0.4710103655
236	0.4708975521
237	0.4707675099
238	0.4705505975
239	0.4704540128
240	0.4704141133
241	0.4702567555
242	0.4702450727
243	0.4701356588
244	0.4699060485
245	0.4697373374
246	0.4696270417
247	0.4696161981
248	0.4695196857
249	0.4694300837
250	0.4693569718
251	0.4692662137
252	0.4689981969
253	0.4689148093
254	0.4688169
255	0.4687719599
256	0.4687041261
257	0.4685972749
258	0.4684911611
259	0.4684214678
260	0.4683598059
261	0.4682586005
262	0.468139759
263	0.4681132989
264	0.4680167593
265	0.4678797199
266	0.4677899453
267	0.4677109523
268	0.4677072705
269	0.4676296447
270	0.4674701553
271	0.4674595459
272	0.4674167735
273	0.4673290147
274	0.4671807847
275	0.4669587283
276	0.4668171133
277	0.4667075684
278	0.4663949109
279	0.4661942393
280	0.4660325722
281	0.4658887381
282	0.4657250944
283	0.4655490181
284	0.4653993251
285	0.4653127598
286	0.465169787
287	0.4650769157
288	0.4649838644
289	0.4648706048
290	0.464653432
291	0.4645538681
292	0.4644745707
293	0.4643725214
294	0.4643122787
295	0.4642635961
296	0.4640631733
297	0.4639782043
298	0.4638770087
299	0.4637513195
300	0.4636661598
301	0.4634661489
302	0.4633457744
303	0.4632301828
